RegionID,FileName,LoopDepth,IterationSpace,BasicBlocks,IntArithmetic,FloatArithmetic,IntMultiply,FloatMultiply,IntDivision,FloatDivision,SpecialFunctions,FMAOperations,Loads,Stores,BytesRead,BytesWritten,StrideClass,IndirectAccesses,ReductionVars,FunctionCalls,ArraysAccessed,BranchCount,SerialTime,OpenMP3Time,OpenMP45ResidentTime,OpenMP45ObservedTime,OpenMP45IsolatedTime,OpenACCResidentTime,OpenACCObservedTime,OpenACCIsolatedTime
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_170.c,3,4913000,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.007285316,0.017182838,0.000062,0.000319,3.184818,0.000060,0.000318,3.080414
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_171.c,2,29241,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000356425,0.028415393,0.000748,0.000993,3.242651,0.000108,0.000347,3.197936
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_171.c,2,29241,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000346556,0.025268741,0.000016,0.000219,3.235550,0.000015,0.000222,3.131963
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_171.c,2,29241,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000364017,0.017026335,0.000013,0.000211,3.078649,0.000013,0.000216,3.185143
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_171.c,3,5000211,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.016479611,0.000549700,0.000060,0.000309,2.989898,0.000058,0.000317,3.084491
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_172.c,2,29584,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000315424,0.027872875,0.000832,0.001121,3.101559,0.000105,0.000347,2.997788
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_172.c,2,29584,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000346560,0.025991984,0.000017,0.000270,3.045267,0.000014,0.000219,3.091528
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_172.c,2,29584,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000349898,0.025993276,0.000018,0.000260,3.065407,0.000013,0.000216,3.222459
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_172.c,3,5088448,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.015447423,0.019444119,0.000064,0.000343,3.062865,0.000059,0.000312,3.001290
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_173.c,2,29929,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000140727,0.029072620,0.000833,0.001114,3.052157,0.000114,0.000371,3.236866
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_173.c,2,29929,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000136454,0.025999460,0.000017,0.000273,3.128863,0.000015,0.000228,3.057557
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_173.c,2,29929,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000136618,0.025999665,0.000015,0.000238,3.144288,0.000013,0.000222,3.060852
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_173.c,3,5177717,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.007431272,0.026270527,0.000065,0.000332,3.244015,0.000059,0.000324,3.259062
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_174.c,2,30276,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000138935,0.027122501,0.001014,0.001270,3.192094,0.000113,0.000358,3.053645
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_174.c,2,30276,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000148401,0.039440770,0.000015,0.000240,3.003936,0.000015,0.000222,3.131867
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_174.c,2,30276,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000157204,0.025997993,0.000013,0.000217,3.172965,0.000012,0.000223,3.171987
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_174.c,3,5268024,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.007603839,0.026001219,0.000063,0.000328,3.164446,0.000060,0.000315,3.151791
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_175.c,2,30625,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000148017,0.026491337,0.000741,0.001011,3.004584,0.000110,0.000351,2.997571
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_175.c,2,30625,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000164706,0.025997754,0.000024,0.000249,3.144854,0.000020,0.000234,3.084175
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_175.c,2,30625,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000168752,0.026001956,0.000015,0.000223,3.067432,0.000013,0.000229,3.050984
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_175.c,3,5359375,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.008315478,0.026458018,0.000063,0.000322,3.208468,0.000060,0.000318,3.084529
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_176.c,2,30976,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000141837,0.047681909,0.000739,0.001005,3.033182,0.000113,0.000369,3.050140
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_176.c,2,30976,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000145804,0.025998950,0.000016,0.000231,3.037806,0.000015,0.000240,3.057209
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_176.c,2,30976,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000150509,0.025999393,0.000013,0.000222,2.925665,0.000013,0.000238,3.289464
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_176.c,3,5451776,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.007646147,0.026000950,0.000063,0.000327,3.041888,0.000061,0.000326,3.122444
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_177.c,2,31329,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000353478,0.026464738,0.000747,0.001001,3.089384,0.000108,0.000357,3.001983
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_177.c,2,31329,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000366613,0.025997106,0.000016,0.000235,3.161744,0.000015,0.000238,3.077085
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_177.c,2,31329,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000394545,0.017998736,0.000013,0.000225,3.116793,0.000013,0.000230,3.234527
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_177.c,3,5545233,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.018281933,0.026451088,0.000065,0.000339,3.008414,0.000063,0.000329,2.988157
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_178.c,2,31684,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000354413,0.027042624,0.000791,0.001068,3.052908,0.000118,0.000366,3.072574
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_178.c,2,31684,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000382103,0.038989831,0.000017,0.000266,2.906277,0.000015,0.000267,3.075102
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_178.c,2,31684,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000386771,0.025998056,0.000014,0.000243,3.042506,0.000014,0.000231,3.056726
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_178.c,3,5639752,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.018445015,0.026000220,0.000066,0.000339,3.217604,0.000061,0.000331,3.074640
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_179.c,2,32041,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000150412,0.026154280,0.000744,0.001005,3.042230,0.000111,0.000379,2.954978
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_179.c,2,32041,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000157624,0.018000182,0.000015,0.000262,3.021102,0.000016,0.000240,3.181967
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_179.c,2,32041,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000210993,0.025995225,0.000014,0.000245,3.021803,0.000013,0.000234,3.004867
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_179.c,3,5735339,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.008563526,0.039995398,0.000065,0.000342,3.025612,0.000063,0.000333,3.148666
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_180.c,2,32400,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000157379,0.025294375,0.000740,0.001003,3.123178,0.000105,0.000360,2.999589
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_180.c,2,32400,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000158165,0.025988951,0.000015,0.000241,3.122076,0.000015,0.000246,2.967208
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_180.c,2,32400,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000170588,0.025994372,0.000013,0.000232,3.196767,0.000014,0.000231,3.033278
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_180.c,3,5832000,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.008787893,0.026484203,0.000066,0.000339,3.175716,0.000062,0.000334,3.010549
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_181.c,2,32761,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000376876,0.027807448,0.000739,0.001015,3.042418,0.000108,0.000377,3.052897
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_181.c,2,32761,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000390239,0.025997479,0.000016,0.000253,3.067588,0.000014,0.000245,3.037170
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_181.c,2,32761,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000401966,0.025997020,0.000013,0.000233,3.192397,0.000020,0.000248,3.054072
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_181.c,3,5929741,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.019423384,0.026540060,0.000065,0.000349,3.158342,0.000064,0.000343,3.203654
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_182.c,2,33124,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000384532,0.040196788,0.000744,0.001009,3.067877,0.000110,0.000404,3.139309
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_182.c,2,33124,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000396840,0.025998164,0.000016,0.000251,3.089924,0.000015,0.000245,3.153434
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_182.c,2,33124,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000413790,0.025996752,0.000015,0.000234,3.137018,0.000013,0.000246,3.019482
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_182.c,3,6028568,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.019802902,0.017607197,0.000066,0.000355,3.145784,0.000064,0.000344,3.309625
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_183.c,2,33489,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000391010,0.028759249,0.000744,0.001015,3.061743,0.000119,0.000418,3.182385
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_183.c,2,33489,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000364974,0.026000928,0.000016,0.000260,3.232646,0.000015,0.000278,3.037028
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_183.c,2,33489,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000378046,0.025996234,0.000013,0.000237,3.184539,0.000014,0.000274,3.081879
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_183.c,3,6128487,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.021034971,0.026327137,0.000065,0.000346,3.177152,0.000065,0.000355,3.161218
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_184.c,2,33856,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000168148,0.026362166,0.000733,0.001013,3.007894,0.000106,0.000374,3.088855
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_184.c,2,33856,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000162050,0.025996681,0.000016,0.000267,3.083394,0.000015,0.000254,3.131710
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_184.c,2,33856,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000165775,0.025997855,0.000013,0.000248,3.075696,0.000013,0.000245,3.167651
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_184.c,3,6229504,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.009199593,0.026559975,0.000064,0.000345,3.170749,0.000066,0.000352,3.170481
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_185.c,2,34225,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000158850,0.026809122,0.000736,0.001016,2.934551,0.000106,0.000375,3.098087
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_185.c,2,34225,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000161566,0.025999874,0.000016,0.000256,3.106899,0.000014,0.000252,3.016599
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_185.c,2,34225,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000181172,0.025002085,0.000014,0.000246,3.036872,0.000013,0.000246,3.116401
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_185.c,3,6331625,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.009550713,0.014631718,0.000066,0.000350,3.098908,0.000064,0.000358,3.172254
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_186.c,2,34596,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000159256,0.025877424,0.000753,0.001027,3.269745,0.000105,0.000383,3.043098
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_186.c,2,34596,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000159830,0.025993563,0.000016,0.000263,3.000471,0.000015,0.000261,3.128454
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_186.c,2,34596,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000168059,0.025993522,0.000013,0.000251,3.076674,0.000013,0.000249,3.096131
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_186.c,3,6434856,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.009697024,0.025517408,0.000069,0.000363,3.072296,0.000064,0.000377,3.037535
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_187.c,2,34969,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000157494,0.038096134,0.000746,0.001026,3.144142,0.000105,0.000378,3.037775
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_187.c,2,34969,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000167947,0.025997106,0.000015,0.000260,3.046522,0.000015,0.000288,3.130023
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_187.c,2,34969,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000174847,0.025991727,0.000013,0.000253,3.078383,0.000014,0.000265,3.139698
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_187.c,3,6539203,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.009580884,0.020560399,0.000067,0.000369,3.263044,0.000065,0.000360,2.988333
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_188.c,2,35344,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000161167,0.027126074,0.000730,0.001024,3.167406,0.000109,0.000387,3.064067
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_188.c,2,35344,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000159714,0.025985941,0.000016,0.000265,3.053894,0.000015,0.000261,3.170748
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_188.c,2,35344,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000165809,0.025997695,0.000013,0.000253,3.055029,0.000013,0.000258,3.146471
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_188.c,3,6644672,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.009702541,0.026349928,0.000068,0.000360,3.145794,0.000067,0.000362,3.102112
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_189.c,2,35721,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000169709,0.027171116,0.000761,0.001049,3.050230,0.000116,0.000396,3.074544
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_189.c,2,35721,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000182454,0.025988299,0.000016,0.000271,3.091892,0.000015,0.000259,3.113168
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_189.c,2,35721,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000187952,0.025993988,0.000014,0.000269,3.123871,0.000013,0.000258,3.157478
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_189.c,3,6751269,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.010057453,0.026616249,0.000068,0.000391,2.968325,0.000066,0.000356,3.029355
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_190.c,2,36100,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000398133,0.042392876,0.000740,0.001029,2.964697,0.000107,0.000386,3.034012
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_190.c,2,36100,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000424847,0.025997750,0.000016,0.000271,3.113629,0.000015,0.000267,2.980119
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_190.c,2,36100,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000446405,0.026000597,0.000013,0.000258,3.011730,0.000014,0.000254,3.033416
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_190.c,3,6859000,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.019854486,0.019028891,0.000069,0.000378,3.015001,0.000068,0.000361,2.919221
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_191.c,2,36481,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000388630,0.026428714,0.000756,0.001043,3.109029,0.000107,0.000386,3.100093
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_191.c,2,36481,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000412382,0.025994066,0.000016,0.000269,3.129316,0.000015,0.000288,3.072669
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_191.c,2,36481,5,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0.000425596,0.025998399,0.000014,0.000269,3.183196,0.000014,0.000272,3.168541
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/matrix-multiply_serial_N_191.c,3,6967871,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.020938180,0.026575021,0.000071,0.000374,3.064855,0.000068,0.000371,3.076689
